Growth over next 10 years,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001
Nauru,0,0,0,0,0,0,0,0,0,0,0,0.032427065,0.064864644,0.097312742,0.129771363,0.162240508,0.194720182,0.227210389,0.259711131,0.292222412,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.661937344,1.000263763,1.339727303,1.680331786,2.022081046,2.36497893,2.7090293,3.054236029,3.400603004,3.748134123,3.748134123,3.748134123,3.748134123,3.748134123,3.748134123,3.748134123,3.748134123,3.748134123,3.748134123,3.748134123,3.748134123,3.748134123,3.748134123,3.748134123,3.748134123,3.748134123,3.748134123,3.748134123,3.748134123,3.748134123,3.748134123,3.748134123,3.748134123,3.748134123,3.748134123,3.748134123,3.748134123,3.748134123,3.748134123,3.748134123,3.748134123,3.748134123,3.748134123,3.748134123,3.748134123,3.748134123,3.748134123,3.748134123,3.748134123,3.748134123,3.748134123,3.748134123,3.748134123,3.748134123,3.748134123,3.748134123,3.748134123,3.852821671,3.966273839,4.089599392,4.228751587,4.389841643,4.56979616,4.762889579,4.961659566,5.151962154,5.326576618,5.376910268,5.403333044,5.401995991,5.369073596,5.299126186,5.003227032,4.50139805,3.808317422,2.955739947,1.959963846,0.832827995,-0.633786296,-2.043428431,-3.385006745,-4.656550646,-5.684846655,-6.491722628,-6.564435488,-6.472710327,-6.066630352,-5.454361577,-4.47471383,-3.58513914,-2.724521538,-1.894237527,-3.32249706,-3.682646103,3.165173582,1.266111626,1.228399431,1.518321943
Nepal,0,0,0,0,0,0,0,0,0,0,0,-4.29074E-05,-8.58148E-05,-0.000128722,-0.00017163,-0.000214537,-0.000257444,-0.000300351,-0.000343259,-0.000386166,-0.000429073,-0.000429073,-0.000429073,-0.000429073,-0.000429073,-0.000429073,-0.000429073,-0.000429073,-0.000429073,-0.000429073,-0.000429073,-0.000429073,-0.000429073,-0.000429073,-0.000429073,-0.000429073,-0.000429073,-0.000429073,-0.000429073,-0.000429073,-0.000429073,-0.000429073,-0.000429073,-0.000429073,-0.000429073,-0.000429073,-0.000429073,-0.000429073,-0.000429073,-0.000429073,-0.000429073,-0.000429073,-0.000429073,-0.000429073,-0.000429073,-0.000429073,-0.000429073,-0.000429073,-0.000429073,-0.000429073,-0.000429073,0.070731302,0.141942315,0.213204002,0.2845164,0.355879544,0.427293471,0.498758216,0.570273816,0.641840307,0.713457725,0.713457725,0.713457725,0.713457725,0.713457725,0.713457725,0.713457725,0.713457725,0.713457725,0.713457725,0.713457725,0.713457725,0.713457725,0.713457725,0.713457725,0.713457725,0.713457725,0.713457725,0.713457725,0.713457725,0.713457725,0.713457725,0.713457725,0.713457725,0.713457725,0.713457725,0.713457725,0.713457725,0.713457725,0.713457725,0.713457725,0.713457725,0.713457725,0.713457725,0.619492328,0.5256146,0.431824459,0.338121825,0.244506615,0.150978748,0.057538142,-0.035815284,-0.129081612,-0.222260922,-0.222260922,-0.222260922,-0.222260922,-0.222260922,-0.222260922,-0.222260922,-0.222260922,-0.222260922,-0.222260922,-0.222260922,-0.222260922,-0.222260922,-0.222260922,-0.222260922,-0.222260922,-0.222260922,-0.222260922,-0.222260922,-0.222260922,-0.222260922,-0.222260922,-0.222260922,-0.222260922,-0.222260922,-0.222260922,-0.222260922,-0.222260922,-0.021247573,0.231524525,0.743111785,0.870544813,0.986075286,1.346356371,1.261514901,1.727576397,1.915074522,2.03306272,1.950923452,1.798787148,1.379082261,1.337219375,1.30901636,1.479576802,1.241267785,0.680659513,0.76802731,0.738594591,0.320422481,0.338027056,-0.003692387,0.322311386,0.172848837,-0.137351883,0.258201995,0.561313826,0.296616524,-0.255627781,-0.192163094,0.627865916,0.343406998,0.626547282,1.060597373,1.034208079,1.116636327,1.442286328,1.431888719,2.405311405,3.041203741,2.253944284,2.947175749,2.813405336,2.554934029,2.666339145,2.684498136,2.110194976,2.224484227,2.14985668,2.066372958,1.648482541,1.600163825,1.183579877,1.104430446,0.798423089,0.788163927,1.255621129,1.433836048,1.33131399,1.253794751
Netherlands,0.07506699,0.219058037,-1.132787644,-2.140906792,-2.463745694,0.344996814,-0.121708012,0.002299371,1.317195018,0.969296446,0.287070929,-0.068347725,1.385144382,2.922877893,3.183108507,0.027287133,0.646051658,1.093431547,1.116650261,1.583981074,-0.068172355,0.861333566,1.231095077,0.509050735,0.669470831,0.901585006,1.073020136,0.728819905,0.618831923,0.598172978,1.617533789,0.986432423,0.273685264,0.3246486,0.329807198,0.285567927,-0.025651898,-0.192498708,-0.134369762,0.162613904,0.255178139,0.300081816,0.434050338,0.38162266,0.887214397,0.681069728,1.062852517,0.816374103,0.371110778,-0.286902967,-0.006001512,-0.428796342,0.075216334,0.492024915,0.286224299,0.584129459,0.558145203,0.384813526,0.727604426,1.421006372,1.263212608,1.467577078,1.168268514,1.17064161,0.375120128,0.904530623,0.540784118,0.997155424,0.889233565,0.045630649,0.277189447,0.399133553,0.426852291,0.831457083,1.282485952,0.818805524,0.830663709,0.842877191,0.887074282,1.625120121,0.525451473,0.376650407,0.42927579,-0.398939423,-0.015478666,-0.185396247,0.058840852,0.042143162,0.046241393,-0.170787857,0.109808359,0.534143251,0.611578005,0.675541181,0.218403913,0.6372763,0.417817981,-0.015839761,0.029670888,0.41519808,0.966493931,0.907496837,0.848746806,1.411699769,1.202618592,0.3660454,0.197908882,-0.639592721,-1.40647839,-0.681556565,0.34289289,1.702174091,2.041983586,1.754181715,2.575154725,3.320169164,4.02904943,5.63972965,6.760149014,5.680163037,4.077735926,1.939391901,1.181142301,1.026545466,0.266352588,0.245571003,0.174231697,0.321848409,-0.366312995,0.281333339,-0.844080608,-0.972364883,-1.686564439,-1.894218502,-5.627425378,-5.649117179,-1.114255739,-0.314159134,0.953881944,0.80454833,2.483210391,3.243435309,4.330720307,5.39988766,10.43454272,10.91242034,5.6920146,4.541096981,3.392896505,3.160964656,3.668601705,3.736658784,3.97270837,3.438962832,3.586616331,3.398193257,3.224462425,3.467240592,4.296674405,4.534052321,4.206413137,4.372451732,4.252027816,4.467824743,4.077236695,3.606241014,3.830587784,3.603548796,3.227492841,2.776456228,2.42192262,1.977768902,1.62661074,1.36462957,1.304817261,1.599010063,1.484622027,1.415470447,1.502026721,1.768453643,2.028106418,2.313220383,2.595741199,2.515666602,2.478570785,2.514468393,2.562683957,2.813996807,2.870364421,2.892282323,2.855609609,2.808090632,2.651873045,2.569268762,2.52103551,2.388213455,2.375595969,2.340550707,2.117622318,1.253162157,1.02031908,0.92614347
Netherlands Antilles,0,0,0,0,0,0,0,0,0,0,0,0.065882592,0.131808589,0.19777802,0.263790914,0.329847298,0.395947202,0.462090655,0.528277684,0.594508319,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.958925681,1.257951831,1.557863655,1.858663776,2.160354824,2.462939438,2.766420266,3.070799961,3.376081186,3.682266612,3.682266612,3.682266612,3.682266612,3.682266612,3.682266612,3.682266612,3.682266612,3.682266612,3.682266612,3.682266612,3.682266612,3.682266612,3.682266612,3.682266612,3.682266612,3.682266612,3.682266612,3.682266612,3.682266612,3.682266612,3.682266612,3.682266612,3.682266612,3.682266612,3.682266612,3.682266612,3.682266612,3.682266612,3.682266612,3.682266612,3.682266612,3.682266612,3.682266612,3.682266612,3.682266612,3.682266612,3.682266612,3.682266612,3.682266612,3.682266612,3.682266612,3.682266612,3.682266612,3.682266612,3.682266612,3.682266612,3.682266612,3.836936239,3.842372107,3.799668408,3.899769057,3.710997072,3.883064834,6.683371785,6.896577181,6.915420345,7.320682453,6.804107087,6.121309111,5.628943863,4.854144975,4.340290043,3.097408898,0.04089903,-0.473482441,-0.192013019,-0.847520904,-0.746257788,-0.189358592,0.398120788,1.237680401,1.770990533,2.69477911,2.944668764,2.734597068,1.987912362,1.696164593,1.709221634,1.415795376,1.03292071,0.482796546,0.241262253,0.070260941,-0.032164134,0.197663101,0.060585625,0.133094618,-0.118879827
New Caledonia,0,0,0,0,0,0,0,0,0,0,0,0.032427065,0.064864644,0.097312742,0.129771363,0.162240508,0.194720182,0.227210389,0.259711131,0.292222412,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.834124631,1.346091311,1.860657408,2.377836119,2.89764071,3.420084513,3.945180927,4.472943422,5.003385534,5.536520868,5.536520868,5.536520868,5.536520868,5.536520868,5.536520868,5.536520868,5.536520868,5.536520868,5.536520868,5.536520868,5.536520868,5.536520868,5.536520868,5.536520868,5.536520868,5.536520868,5.536520868,5.536520868,5.536520868,5.536520868,5.536520868,5.536520868,5.536520868,5.536520868,5.536520868,5.536520868,5.536520868,5.536520868,5.536520868,5.536520868,5.536520868,5.536520868,5.536520868,5.536520868,5.536520868,5.536520868,5.536520868,5.536520868,5.536520868,5.536520868,5.536520868,5.536520868,4.29634858,3.989493131,4.484348383,5.073642776,6.948450845,6.666831466,5.983972689,3.713123732,3.977328553,3.718681709,4.338679013,4.049082877,3.776874399,0.979655256,-1.528710822,-2.673703289,-2.504872812,-1.271628671,-2.044016445,-2.066190692,-2.289609492,-1.891072283,0.121758564,2.627547462,2.983025532,4.165775373,3.893977249,4.074343664,4.07481121,4.14746244,4.239357757,3.823668853,0.42944655,-0.52732465,-0.65309994,-1.037754655,-0.977882081,-0.9353164,-1.02606777,-1.439794092,-0.871873921,-0.602904123,-0.08973929,0.100987383,0.27066616,0.593802057
New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.056754674,2.124676653,3.203883947,4.294495814,5.396632774,6.510416617,7.635970423,8.773418571,9.922886756,11.084502,10.64970673,10.21661329,9.785215026,9.35550529,8.92747748,8.50112501,8.076441325,7.653419892,7.232054205,6.812337783,6.469281857,6.127327746,5.786471911,5.446710823,5.108040968,4.77045884,4.433960946,4.098543803,3.764203941,3.430937899,3.265169706,4.058551368,4.581552071,4.263331086,3.483604278,2.952534988,3.580737511,3.955927149,1.763322375,1.913472087,1.782316441,0.343453233,-0.914309204,-0.372924324,-0.276322077,-0.059593878,-0.993348121,-1.820097057,0.363836915,0.023847131,-0.089507242,0.41711422,0.809979776,-0.338533474,0.150634419,1.02428444,0.920274304,1.151158904,0.88177221,1.358823614,1.247426209,1.563582912,2.239196551,2.475086047,2.906906137,2.605424303,3.060491995,1.951796636,1.673652929,2.148722161,2.664530547,1.614103541,0.864421159,1.277923591,0.648366772,-0.0726814,-0.638559203,0.155960237,1.02521842,0.595030453,-0.686591261,-0.730174448,-0.015395277,-0.089573971,0.225361098,-0.429004957,-0.66968448,0.458813958,-0.038833126,-1.278511249,-1.35276164,-1.115957035,-1.164161709,-0.754482329,-0.646280906,1.760048507,2.681964096,2.313791939,2.071346089,2.420731239,3.194595174,4.564339042,4.234662757,3.71722289,3.399863911,2.060953554,2.546911265,0.69992953,1.532258321,2.985858719,2.246297547,1.434152877,1.264813319,2.443645251,2.333087945,2.311793737,1.431819812,2.859208884,2.503388929,1.134233296,2.445469875,2.24097698,2.577063242,1.768206894,2.230103166,2.357677836,1.677351294,1.390305175,1.80025965,1.68749453,1.73696274,1.990444004,2.060415549,2.143096996,1.389715412,1.078224758,1.161020326,1.329071751,0.652053887,0.989164979,1.076029726,0.94722593,0.633430088,0.653457148,0.982836639,1.032692972,1.589774331,1.480752444,1.330543153,1.198629082,0.523639085,0.406993551,0.76429129,0.779756363,1.03076864,1.047515436,1.026258482,1.012951046,1.341048681,1.517631698,2.009335697,2.361012002,2.067542603,1.923988297,1.741020999,1.726948096,1.978241031,1.884244965,1.212920291,1.174615858,0.993455346
Nicaragua,0,0,0,0,0,0,0,0,0,0,0,0.104727859,0.209565398,0.314512731,0.419569972,0.524737238,0.630014644,0.735402304,0.840900334,0.94650885,1.052227968,1.052227968,1.052227968,1.052227968,1.052227968,1.052227968,1.052227968,1.052227968,1.052227968,1.052227968,1.052227968,1.052227968,1.052227968,1.052227968,1.052227968,1.052227968,1.052227968,1.052227968,1.052227968,1.052227968,1.052227968,1.052227968,1.052227968,1.052227968,1.052227968,1.052227968,1.052227968,1.052227968,1.052227968,1.052227968,1.052227968,1.052227968,1.052227968,1.052227968,1.052227968,1.052227968,1.052227968,1.052227968,1.052227968,1.052227968,1.052227968,1.052227968,1.052227968,1.052227968,1.052227968,1.052227968,1.052227968,1.052227968,1.052227968,1.052227968,1.052227968,1.052227968,1.052227968,1.052227968,1.052227968,1.052227968,1.052227968,1.052227968,1.052227968,1.052227968,1.052227968,1.052227968,1.052227968,1.052227968,1.052227968,1.052227968,1.052227968,1.052227968,1.052227968,1.052227968,1.052227968,1.052227968,1.052227968,1.052227968,1.052227968,1.052227968,1.052227968,1.052227968,1.052227968,1.052227968,1.052227968,1.052227968,1.052227968,1.052227968,1.052227968,1.052227968,1.052227968,1.052227968,1.052227968,1.052227968,1.052227968,1.326812332,0.175416798,0.75205622,1.075974242,1.977492023,0.301301409,0.244148802,2.532088657,3.414524503,1.13227133,-0.062286092,-0.07772934,1.404905939,-0.140109968,-1.242005011,-2.226993936,-1.739064716,-3.830079882,-3.030654318,-0.303951029,1.294189488,1.743034567,0.269698095,1.060595322,1.003095154,4.143834889,3.284780782,3.720937605,1.395684821,1.646841204,1.217609088,3.135234648,2.356187163,3.295361055,3.828102901,2.980176343,3.789189611,2.847431483,3.170067062,2.068921501,2.120963809,1.562599807,2.35497408,2.558511815,2.81433278,3.142545319,2.993160695,3.093394152,3.599197322,3.5532858,3.295332941,2.579696289,2.06102311,2.298909275,1.357324934,1.535834845,1.682208109,0.824949813,-2.858963832,-2.628660763,-2.60017258,-2.963991564,-2.939340266,-4.3482627,-4.643898584,-5.22773799,-5.997003971,-6.380003823,-3.541951718,-3.96113333,-4.643703335,-4.586059906,-5.128670987,-4.611632762,-3.839392394,-3.231029124,-2.679047861,-1.101182345,0.866475372,0.560191511,1.174656157,1.321262542,1.708240762,1.907733102,1.944171846,2.136925109,2.302859077,2.395734889,0.460734707,1.433909839,1.764485926
Niger,0,0,0,0,0,0,0,0,0,0,0,0.04679229,0.093606476,0.140442566,0.187300573,0.234180505,0.281082374,0.328006189,0.374951961,0.4219197,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.488190217,0.507474719,0.526762921,0.546054825,0.565350431,0.58464974,0.603952753,0.62325947,0.642569892,0.66188402,0.66188402,0.66188402,0.66188402,0.66188402,0.66188402,0.66188402,0.66188402,0.66188402,0.66188402,0.66188402,0.66188402,0.66188402,0.66188402,0.66188402,0.66188402,0.66188402,0.66188402,0.66188402,0.66188402,0.66188402,0.66188402,0.66188402,0.66188402,0.66188402,0.66188402,0.66188402,0.66188402,0.799227585,0.929257852,1.051855811,1.17568017,1.29975761,1.41502703,1.529393693,1.642076515,1.752365202,2.117689819,2.118629084,2.734013087,3.295538235,2.910273107,3.245307006,2.711130746,2.353819931,2.033899015,1.327053117,0.981497914,1.109717183,-0.4453645,-3.215939204,-2.444488513,-3.43863678,-3.272758903,-2.615596386,-1.484910184,-0.528658933,-0.389010362,-0.85108498,-0.476299733,1.176603154,-1.539101898,-1.120641431,-0.770679656,-1.8912322,-2.611164978,-3.289172023,-3.939524218,-3.834574412,-4.381837522,-4.092794618,-1.939820757,-1.885086429,-2.019834642,-1.401910622,-0.973327985,-1.061475234,-1.036833683,-0.616729885,0.337103729,0.628775529,0.146348713,0.59866294,0.765536103,0.47148635,0.323519504,0.223980334,1.367756961,0.871857816
Nigeria,0.164083584,0.164083584,0.164083584,0.164083584,0.164083584,0.164083584,0.164083584,0.164083584,0.164083584,0.164083584,0.164083584,0.191720863,0.219365768,0.247018301,0.274678463,0.302346258,0.330021686,0.357704751,0.385395454,0.413093798,0.440799784,0.440799784,0.440799784,0.440799784,0.440799784,0.440799784,0.440799784,0.440799784,0.440799784,0.440799784,0.440799784,0.440799784,0.440799784,0.440799784,0.440799784,0.440799784,0.440799784,0.440799784,0.440799784,0.440799784,0.440799784,0.440799784,0.440799784,0.440799784,0.440799784,0.440799784,0.440799784,0.440799784,0.440799784,0.440799784,0.440799784,0.440799784,0.440799784,0.440799784,0.440799784,0.440799784,0.440799784,0.440799784,0.440799784,0.440799784,0.440799784,0.440799784,0.440799784,0.440799784,0.440799784,0.440799784,0.440799784,0.440799784,0.440799784,0.440799784,0.440799784,0.440799784,0.440799784,0.440799784,0.440799784,0.440799784,0.440799784,0.440799784,0.440799784,0.440799784,0.440799784,0.440799784,0.440799784,0.440799784,0.440799784,0.440799784,0.440799784,0.440799784,0.440799784,0.440799784,0.440799784,0.440799784,0.440799784,0.440799784,0.440799784,0.440799784,0.440799784,0.440799784,0.440799784,0.440799784,0.440799784,0.440799784,0.440799784,0.440799784,0.577633392,0.714653412,0.8518601,0.989253708,1.126834492,1.264602706,1.402558606,1.540702448,1.679034488,1.817554981,1.817554981,1.817554981,1.817554981,1.817554981,1.817554981,1.817554981,1.817554981,1.817554981,1.817554981,1.817554981,1.817554981,1.817554981,1.817554981,1.817554981,1.817554981,1.817554981,1.817554981,1.817554981,1.817554981,1.817554981,1.817554981,1.817554981,1.817554981,1.817554981,1.817554981,1.817554981,1.817554981,2.015992578,2.269870566,2.107486737,2.445586211,2.133510355,1.497417742,1.303492039,1.492293389,1.495112906,3.242872229,2.122935461,1.768774572,2.298370661,1.80429214,1.146881254,0.772943767,-1.212296895,-1.792209997,-0.648239377,-1.013774446,0.791991931,0.798477586,0.530871914,1.306655369,1.265387029,2.682011534,5.053504406,4.345233415,3.322618707,1.894901096,-0.887301943,-1.332786315,-2.355758942,-3.567012453,-2.245713838,-3.938371209,-5.5373218,-4.236698771,-4.222559069,-3.431097652,-2.100919188,-1.941083327,-1.21787257,-0.915029701,-1.718050022,-0.306617602,1.139134515,0.701760976,0.14116927,-0.527375803,0.275526839,2.189441412,2.970204251,3.897075816,4.573956881,4.661725522,5.010177562,5.350303606,5.991986425,6.228266803,6.192980779
Niue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
